id,label,weight,modularity_class,componentnumber
'15604',INTERCITY  EXP ,5,0,0
'12927',VADODARA EXP   ,1.428571429,53,0
'15606',GHY INTERCITY  ,5,0,0
'12928',VADODARA EXP   ,0.434782609,53,0
'09628',DEE AII SF SPL ,5,53,0
'10215',MADGAON ERS EXP,0.416666667,17,0
'10216',MADGAON EXPRESS,0.416666667,17,0
'04408',DLI DBG SPL    ,0.208333333,0,0
'59460',VRL BCT PASS EX,5,53,0
'04405',LKO NDLS SPL   ,0.061728395,0,0
'14265',BSB DDN EXP    ,10,0,0
'04407',DLI SPL        ,0.208333333,0,0
'04406',NDLS LKO SPL   ,0.061728395,0,0
'14260',BSB RMM EXPRESS,0.714285714,17,0
'04403',LKO ANVT SPL   ,0.188679245,0,0
'04402',SVDK ANVT SPL  ,0.52631579,0,0
'14214',GD BSB INTERCIT,5,0,0
'18001',KANDARI EXPRESS,5,10,0
'15933',DBRG ASR EXPRES,2.5,0,0
'15930',DBRG MS EXPRESS,10,10,0
'08302',YPR SBP EXP    ,0.3125,10,0
'08301',SBP YPR SPECIAL,0.3125,10,0
'22464',RJSTHN S KRNTI ,0.263157895,53,0
'59547',OKHA PASSENGER ,10,53,0
'59013',BHUSAVAL PASS  ,10,53,0
'59014',SURAT PASSENGER,2.5,53,0
'15118',JBP MUV EXPRESS,2,49,0
'19037',AVADH EXPRESS  ,5,53,0
'15115',CPR DLI EXP    ,2.5,0,0
'15117',MUV JBP EXPRES ,2,49,0
'15116',DLI CPR EXP    ,2.5,0,0
'15111',MUV  INTERCITY ,3.333333333,0,0
'15110',BUDHPURNIMA EXP,3.333333333,0,0
'59548',OKHA ADI PASS  ,5,53,0
'15112',CPR INTERCITY  ,3.333333333,0,0
'11108',BUNDELKHAND EXP,2.5,49,0
'11109',JHS LJN  INT EX,1,49,0
'11102',GWL PUNE EXP   ,0.625,53,0
'11103',JHS BDTS EXP   ,0.833333333,53,0
'11101',PUNE GWALIOR EX,0.625,53,0
'11106',PRATHAM S SNGRM,1,0,0
'11107',BUNDELKHAND EXP,2.5,49,0
'11104',BDTS JHANSI EXP,0.833333333,53,0
'11105',PRATHAM S S EXP,1,0,0
'07239',PUSHKARAM SPL  ,1.25,10,0
'12859',GITANJALI EXP  ,0.294117647,49,0
'12858',TAMRALIPTA EXP ,2.5,10,0
'12589',GKP SC EXPRESS ,0.4,49,0
'12588',JAMMU GKP EXP  ,0.178571429,0,0
'51450',SUR PUNE PASS  ,5,49,0
'51451',PUNE BRMT PASS ,5,49,0
'12853',AMARKANTAK EXP ,1.666666667,49,0
'12852',BILASPUR EXPRES,5,10,0
'08892',SVDK BSP SPL   ,2.5,0,0
'51455',PUNE SUR PASS  ,5,49,0
'12857',TAMRALIPTA EXP ,2.5,10,0
'08891',BSP SVDK SPL   ,2.5,0,0
'15029',GKP PUNE EXP   ,0.188679245,49,0
'15028',MAURYA EXPRESS ,1.666666667,0,0
'11034',DBG PUNE EXP   ,0.416666667,49,0
'11035',SHARAVATHI EXP ,0.833333333,17,0
'14512',NAUCHANDI EXP  ,1,0,0
'11033',DARBHANGA EXP  ,0.416666667,49,0
'11030',KOYNA EXPRESS  ,10,49,0
'14511',NAUCHANDI EXP  ,10,0,0
'15021',SHM GKP EXPRESS,1,0,0
'15023',GKP YPR EXP    ,0.238095238,49,0
'59307',INDB AII LINK E,10,53,0
'15025',MAU ANVT EXPRES,0.555555556,0,0
'15024',YPR GKP EXP    ,0.238095238,49,0
'15027',MAURYA EXP     ,1.666666667,0,0
'11039',MAHARASHTRA EXP,10,49,0
'22654',NZM TVC SF EXP ,0.555555556,53,0
'22655',TVC NZM EXPRESS,0.555555556,53,0
'22656',NZM TVC SF EXP ,0.555555556,53,0
'22650',YERCAUD EXP    ,5,17,0
'22651',PALANI EXPRESS ,5,17,0
'22652',PALANI MAS EXP ,5,17,0
'22653',NIZAMUDDIN  EXP,0.555555556,53,0
'22388',BLACKDIAMOND EX,1.428571429,0,0
'22387',BLACKDIAMOND EX,1.428571429,0,0
'12455',DEE BKN SF EXP ,5,0,0
'12454',NDLS RNC RJDHNI,0.322580645,0,0
'19166',SABARMATI EXP  ,2.5,53,0
'19167',SABARMATI EXP  ,2.5,53,0
'12451',SHRAM SHKTI EXP,0.126582279,12,11
'12450',GOA SMPRK K EXP,1,53,0
'12453',RNC NDLS RAJ EX,0.333333333,0,0
'12043',NDLS MOGA SHT  ,2.5,0,0
'19168',SABARMATI EXP  ,2.5,53,0
'12458',BKN DEE S F EXP,2.5,53,0
'16593',NED SBC EXP    ,2.5,17,0
'12046',CDG NDLS SHTBDI,0.158730159,13,12
'12258',YESVANTPUR EXP ,0.476190476,17,0
'16649',PARASURAM EXP  ,2.5,17,0
'19614',ASR AII EXP    ,1.666666667,53,0
'19612',ASR AJMER EXP  ,5,53,0
'19613',AJMER ASR EXP  ,1.666666667,53,0
'16130',TN MS LINK EXP ,2,17,0
'19611',AJMER ASR EXP  ,5,53,0
'12738',GOUTAMI EXP    ,0.909090909,10,0
'12739',VSKP GARIB RATH,0.166666667,10,0
'06544',YESVANTPUR EXP ,0.4,17,0
'06542',PVR YPR SPECIAL,1.111111111,17,0
'06543',YPR  CBE EXP   ,0.4,17,0
'16612',CBE TN LINK EXP,1.666666667,17,0
'12730',PUNE EXPRESS   ,0.384615385,49,0
'12731',TPTY SC EXP    ,1.666666667,17,0
'12732',SC TPTY SUP EXP,1.666666667,17,0
'12733',NARAYANADRI EXP,1.428571429,10,0
'12734',NARAYANADRI EXP,1.428571429,10,0
'12735',YPR GARIB RATH ,3.333333333,17,0
'12736',SC GARIB RATH  ,0.454545455,17,0
'12737',GOUTAMI EXP    ,0.909090909,10,0
'16003',MAS NSL EXPRESS,0.52631579,17,0
'16004',NSL MAS WKLY EX,0.52631579,17,0
'25631',BKN GHY EXPRESS,0.416666667,0,0
'16734',RAMESWARAM EXP ,1,17,0
'17609',PNBE  PAU EXP  ,3.333333333,49,0
'16733',RMM OKHA EXPRES,1,17,0
'17606',KCG  MAQ  EXP  ,0.625,17,0
'17605',MAQ KCG EXPRESS,0.625,17,0
'17604',KACHEGUDA EXP  ,1,17,0
'17603',KCG YPR EXP    ,1.111111111,17,0
'12024',JANSHATABDI EXP,0.4,0,0
'12025',SHATABDI EXP   ,0.294117647,17,0
'16228',BANGALORE EXP  ,5,17,0
'16229',MYS BSB EXP    ,1.666666667,49,0
'12020',SHATABDI EXPRES,0.37037037,0,0
'12021',BBN JANSHATABDI,2.5,10,0
'12022',BBN JANSHATABDI,2.5,10,0
'12335',BGP LTT EXPRESS,0.384615385,49,0
'12028',SHATABDI EXP   ,0.142857143,17,0
'16227',TALGUPPA EXP   ,5,17,0
'13511',TATA ASN EXP   ,0.909090909,0,0
'13510',GD ASN EXPRESS ,0.625,0,0
'12688',DDN MDU SF EXP ,0.5,17,0
'19580',DEE RJT EXP    ,2.5,53,0
'53181',LALGOLA PASS   ,5,0,0
'01401',NGP TTKL FARE S,1.111111111,49,0
'12851',BSP MAS EXP    ,5,10,0
'16354',KACHEGUDA EXP  ,1.666666667,17,0
'16352',NCJ MUMBAI EXP ,2.5,17,0
'16353',KCG NCJ EXP    ,1.666666667,17,0
'16350',RAJYA RANI EXP ,5,17,0
'16351',NAGARCOIL EXP  ,2.5,17,0
'51452',BRMT PUNE PAS  ,5,49,0
'16359',ERS PATNA EXP  ,0.4,17,0
'12110',PANCHAVTI EXP  ,0.909090909,49,0
'12111',CSTM AMRAVATI E,0.909090909,49,0
'12112',AMRAVATI CSTM E,0.909090909,49,0
'12113',NAGPUR GARIBRAT,0.178571429,49,0
'12114',PUNE GARIBRATH ,0.172413793,49,0
'12115',SIDDHESHWAR EXP,1.25,49,0
'12116',SIDDHESWAR EXP ,1.111111111,49,0
'12117',LTT MANMAD EXP ,0.909090909,49,0
'12118',MANMAD LTT EXP ,0.909090909,49,0
'12855',NAGPUR INTERCIT,1.666666667,49,0
'13466',INTERCITY EXP  ,2.5,0,0
'13465',INTERCITY EXP  ,2.5,0,0
'12854',AMARKANTAK EXP ,1.666666667,49,0
'18207',DURG AII EXP   ,0.555555556,53,0
'52587',KGN DJ NG TRAIN,1.666666667,14,13
'12856',BSP INTERCITY  ,1.666666667,49,0
'11036',SHARAVATI  EXP ,0.833333333,17,0
'11037',PA GORAKHPUR EX,0.204081633,49,0
'22829',BHUJ SHM EXP   ,0.833333333,53,0
'22828',SURAT PURI EXP ,0.3125,10,0
'22827',PURI SURAT EXP ,0.3125,10,0
'22826',MAS SHM EXP    ,0.5,10,0
'22825',SHM MAS SF EXP ,0.5,10,0
'22824',BUBNESWR RJDHNI,0.178571429,10,0
'22823',BBS RAJDHANI EX,0.178571429,10,0
'15235',HWH DBG EXPRESS,0.208333333,0,0
'11031',SUR BIJAPUR EXP,0.909090909,17,0
'12208',KGM GARIB RATH ,1,0,0
'12209',KGM GARIB RATH ,0.625,0,0
'12204',SHC GARIB RATH ,0.833333333,0,0
'12205',NANDA DEVI EXP ,0.277777778,0,0
'12206',NANDA DEVI EXP ,0.277777778,0,0
'12207',JAMMU GARIB RAT,1,0,0
'12201',KCVL GARIB RATH,2.5,17,0
'12202',LTT GARIB RATH ,2.5,17,0
'12203',GARIB RATH EXP ,0.833333333,0,0
'58220',CHRM BSP PASS  ,3.333333333,49,0
'58221',CHRM CHD PGR   ,2,49,0
'58222',CHD CHRM PGR   ,2,49,0
'15022',GKP SHM EXPRESS,1,0,0
'14854',MARUDHAR EXPRES,1,53,0
'08243',BSP BGKTSPECIAL,0.416666667,53,0
'58229',BSP REWA FST PG,1.666666667,49,0
'15639',PURI GHY EXPRES,0.5,10,0
'14674',SHAHEED EXP    ,2.5,0,0
'14673',SHAHEED EXPRESS,2.5,0,0
'08246',BKN BSP SPL    ,0.555555556,53,0
'08245',BSP BKN SPECIAL,0.555555556,53,0
'08244',BGKT BSP SPL   ,0.416666667,53,0
'11038',GKP PUNE EXPRES,0.204081633,49,0
'14519',KISAN EXPRESS  ,5,0,0
'18422',AII PURI EXP   ,0.625,53,0
'13242',RJPB BANKA EXP ,5,0,0
'13241',BANKA RJPB EXP ,5,0,0
'13240',KOTA PNBE EXP  ,1.25,0,0
'18426',DURG PURI EXP  ,5,10,0
'13246',CAPITAL EXP    ,2.5,0,0
'13245',CAPITAL EXPRESS,2.5,0,0
'18425',PURI DURG EXP  ,5,10,0
'13248',KYQ CAPITAL EXP,2.5,0,0
'59802',JP RTM FASTPASS,10,53,0
'59801',KOTA JAIPUR PAS,2.5,53,0
'12932',BCT DOUBLEDECKE,0.23255814,53,0
'12933',KARNAVATI EXP  ,0.25,53,0
'14266',DDN BSB EXPRESS,5,0,0
'12931',ADI DOUBLE DECK,0.23255814,53,0
'15616',INTERCITY EXP  ,5,0,0
'12937',GARBHA EXPRESS ,10,0,0
'12934',KARNAVATI EXP  ,0.23255814,53,0
'15615',INTERCITY EXP  ,5,0,0
'12938',GARBHA EXPRESS ,0.909090909,0,0
'12939',PUNE JAIPUR EXP,0.4,53,0
'14219',BSB LKO EXP    ,0.909090909,0,0
'14218',UNCHAHAR EXP   ,5,0,0
'04416',NDLS BJU AC  SP,0.163934426,0,0
'14210',LKO BDL INTRCIT,1.25,0,0
'04414',SVDK DEE SPL   ,0.52631579,0,0
'04415',BJU NDLS AC SPL,0.163934426,0,0
'14215',GANGA GOMTI EXP,1,0,0
'04413',DEE SVDK SPL   ,0.52631579,0,0
'14217',UNCHAHAR EXP   ,5,0,0
'14216',GANGA GOMTI EXP,1,0,0
'15236',DBG HWH EXPRESS,0.208333333,0,0
'15928',DBRG RNY EXPRES,5,0,0
'15929',DIBRUGARH EXP  ,1.666666667,10,0
'15927',RNY DBRG EXPRES,5,0,0
'06948',UBL VSG LINK EX,0.714285714,17,0
'14324',ROK NDLS EXP   ,0.714285714,0,0
'14321',BE BHUJ EXP    ,2.5,53,0
'14320',BE INDB EXPRESS,3.333333333,49,0
'15108',MTJ CPR EXPRESS,5,0,0
'14322',BAREILLY EXPRES,2.5,53,0
'15107',CPR MTJ EXPRESS,5,0,0
'15104',GKP INTERCITY  ,1.666666667,0,0
'15103',MUV INTERCITY  ,1.666666667,0,0
'15818',SHTT DBB RR EXP,5,0,0
'15316',GOKUL EXPRESS  ,5,0,0
'24370',TRIVENI EXP    ,3.333333333,0,0
'13117',KOAA LGL EXPRES,1,0,0
'18517',KRBA VSKP EXP  ,2.5,10,0
'12594',LJN GARIB RATH ,0.158730159,49,0
'12590',GORAKHPUR EXP  ,0.4,49,0
'12591',GKP YPR EXPRESS,1.666666667,49,0
'12592',GORAKHPUR EXP  ,0.4,49,0
'12593',LJN BPL G R    ,0.158730159,49,0
'13114',HAZARDUARI EXP ,1.25,0,0
'12848',DGHA HWH DURONT,0.625,15,14
'12849',BSP PUNE SUP EX,0.238095238,49,0
'12842',COROMANDEL EXP ,0.144927536,10,0
'12843',PURI  ADI EXP  ,0.833333333,53,0
'12840',HOWRAH MAIL    ,0.555555556,10,0
'12841',COROMANDAL EXP ,0.144927536,10,0
'12846',BHUBANESHWAR EX,0.27027027,10,0
'18518',VSKP KRBA EXPRE,2.5,10,0
'12844',ADI PURI EXP   ,0.833333333,53,0
'12845',BBS YPR SUP EXP,0.27027027,10,0
'14523',HARIHARNATH EXP,0.454545455,0,0
'14522',UMB DLI  EXP   ,0.909090909,0,0
'14521',DLI UMB EXP    ,0.909090909,0,0
'14520',KISAN EXPRESS  ,5,0,0
'11007',DECCAN EXPRESS ,3.333333333,49,0
'11006',CHALUKYA  EXP  ,2.5,17,0
'11005',PUDUCHERRY EXP ,2.5,17,0
'14524',UMB MFP EXPRESS,0.454545455,0,0
'15032',CDG RMR  EXP   ,1.666666667,0,0
'15033',HW RMR EXP     ,1.666666667,0,0
'11009',SINHAGAD EXP   ,1,49,0
'11008',DECCAN EXPRESS ,0.833333333,49,0
'15036',UTR SAMPRK K EX,1,0,0
'07301',TALGUPPA EXP   ,2.5,17,0
'15034',RMR HW EXP     ,1.666666667,0,0
'15035',UTR SAMPRK K EX,1,0,0
'22621',RMM CAPE EXP   ,1,17,0
'22620',TEN BILASPUR EX,2.5,17,0
'22623',MADURAI EXPRESS,0.454545455,17,0
'22622',CAPE RMM EXP   ,1,17,0
'22625',SBC DOUBLE DECK,0.4,17,0
'22624',CHENNAI EXPRESS,0.454545455,17,0
'22627',TIRUNELVELI EXP,0.25,17,0
'22626',MAS DOUBLE DECK,0.4,17,0
'22629',DADAR TEN EXP  ,0.666666667,17,0
'22628',TPJ EXPRESS    ,0.25,17,0
'12429',LKO NDLS AC SF ,0.126582279,0,0
'16862',PUDUCHERRY EXP ,5,17,0
'14503',KLK SVDK EXPRES,2.5,0,0
'12446',UTTAR S KRANTI ,5,0,0
'12447',U P SMPRK KRNTI,0.909090909,49,0
'59207',BVC OKHA PASS  ,5,53,0
'12445',UTTAR S KRANTI ,5,0,0
'19115',BDTS BHUJ EXP  ,1.666666667,53,0
'12443',HLZ ANVT WKLY S,2.5,0,0
'51027',FAST PASSENGER ,1.666666667,49,0
'19116',BHUJ BDTS EXP  ,1.666666667,53,0
'51029',BB BJP FAST PAS,1.666666667,49,0
'51028',FAST PASSENGER ,3.333333333,49,0
'59208',BHAVNAGAR PASS ,5,53,0
'12448',U P SMPRK KRNTI,1.666666667,49,0
'12449',GOA SMPRK K EXP,1,53,0
'14502',JAT BTI EXP    ,1.25,0,0
'19165',SABARMATI EXP  ,2.5,53,0
'19330',UDZ INDB EXPRES,1.428571429,53,0
'16101',RAMESWARAM EXP ,5,17,0
'16106',TCN CHENNAI EXP,5,17,0
'16105',TIRUCHENDUR EXP,5,17,0
'12456',BKN DEE SF EXP ,5,0,0
'12452',SHRAM SHKTI EXP,0.126582279,16,15
'12949',KAVIGURU EXPRES,5,53,0
'19047',ST BHAGALPUR EX,2.5,49,0
'12948',AZIMABAD EXPRES,0.243902439,53,0
'19029',BDTS DEE EXPRES,1.666666667,53,0
'19028',VIVEK EXPRESS  ,1.666666667,53,0
'12515',GUWAHATI EXP   ,0.416666667,10,0
'19024',FZR BCT JANTA  ,10,53,0
'19027',VIVEK EXPRESS  ,1.666666667,53,0
'19021',BDTS LJN EXPRES,0.555555556,53,0
'16032',ANDAMAN EXPRESS,3.333333333,49,0
'16031',ANDAMAN EXPRESS,3.333333333,49,0
'19022',LJN BDTS EXP   ,0.555555556,53,0
'17618',TAPOVAN EXP    ,0.909090909,49,0
'16216',CHAMUNDI EXPRES,1.111111111,17,0
'16215',CHAMUNDI EXP   ,1.111111111,17,0
'16210',AJMER EXPRESS  ,0.714285714,53,0
'17610',PAU PNBE EXP   ,1.666666667,49,0
'12510',GHY SBC EXPRESS,0.588235294,10,0
'17613',PUNE NANDED EXP,0.5,49,0
'17614',NED PUNE EXP   ,0.5,49,0
'17615',KCG MDU EXP    ,1,17,0
'17616',KACHEGUDA EXP  ,1,17,0
'12511',RAPTI SAGAR EXP,0.5,17,0
'13508',GKP ASN EXPRESS,0.2,0,0
'13509',ASN GD EXPRESS ,0.625,0,0
'12053',HW ASR JNSHTBDI,0.208333333,0,0
'12052',JAN SHATABDI EX,0.454545455,49,0
'12055',DDN JANSHTBDI  ,0.666666667,0,0
'12512',RAPTISAGAR EXP ,0.5,17,0
'12057',UHL JANSHATABDI,2.5,0,0
'12056',NDLS JANSHATABD,0.666666667,0,0
'12059',NZM JAN SHATABD,0.416666667,53,0
'12058',NDLS JANSHTBDI ,2.5,0,0
'51422',NZB PUNE PASS  ,2,49,0
'15661',RNC  KYQ EXPRES,10,0,0
'16589',RANI CHENNAMMA ,5,17,0
'13507',ASN GKP EXPRESS,0.2,0,0
'12697',TRIVANDRUM EXP ,0.769230769,17,0
'12696',TVC CHENNAI EXP,0.454545455,17,0
'12695',TRIVANDRUM EXP ,0.454545455,17,0
'12694',PEARL CITY EXP ,1.428571429,17,0
'12693',PEARL CITY EXP ,1.666666667,17,0
'12692',CHENNAI EXPRESS,1.111111111,17,0
'12691',SSPN EXPRESS   ,1.111111111,17,0
'12690',NCJ CHENNAI EXP,0.714285714,17,0
'12947',AZIMABAD EXPRES,0.243902439,53,0
'57652',RAL SC PASSENGE,5,10,0
'12698',TVC CHENNAI EXP,0.769230769,17,0
'15665',B  G  EXPRESS  ,1,0,0
'52228',TPU ASH EXPRESS,5,0,0
'53178',LGL SDAH PASS  ,10,0,0
'53175',SDAH LGL PGR   ,5,0,0
'53172',LGL SDAH PASS  ,10,0,0
'19803',KOTA JAT EXP   ,0.52631579,0,0
'19802',INTERCITY EXP  ,1.25,53,0
'19801',INDB INTERCITY ,1.25,53,0
'16360',PNBE ERS EXPRES,0.4,17,0
'19806',UHP KOTA EXP   ,0.37037037,0,0
'19805',KOTA UHP EXPRES,0.37037037,0,0
'19804',JAT KOTA EXP   ,0.52631579,0,0
'22883',PURI YPR G RATH,0.555555556,10,0
'57257',KAKINADA PSGR  ,10,10,0
'11652',JBP INTERCITY E,5,49,0
'11651',SGRL  INTERCITY,5,49,0
'57258',TIRUPATI PSGR  ,10,10,0
'52546',JOYRIDE DIESEL ,1.666666667,18,16
'52544',DJ KGN NG TRAIN,1.666666667,19,17
'52574',JOYRIDE DIESEL ,1.666666667,20,18
'52575',JOYRIDE DIESEL ,1.666666667,21,19
'52572',HIMALAYAN WHEEL,5,22,20
'52573',HIMALAYAN WHEEL,5,23,21
'52570',RED PANDA      ,1.666666667,24,22
'52571',RED PANDA      ,1.666666667,25,23
'22830',SHM BHUJ  SF EX,0.833333333,53,0
'22831',HWH SSPN EXPRES,0.555555556,10,0
'22832',HOWRAH EXP     ,0.555555556,10,0
'52549',JOYRIDE STEAM  ,1.666666667,26,24
'22836',PURI SHM SF EXP,0.833333333,10,0
'52548',JOYRIDE STEAM  ,1.666666667,27,25
'12850',PA BILASPUR EXP,0.238095238,49,0
'12279',TAJ EXPRESS    ,0.294117647,49,0
'12278',SATABDI EXPRESS,0.12195122,10,0
'16528',YESVANTPUR EXP ,1.25,17,0
'12270',MAS DURONTO EXP,0.056179775,28,26
'12273',NDLS   DURONTO ,0.333333333,0,0
'12275',NDLS DURONTO EX,0.126582279,0,0
'12274',HWH DURONTO EXP,0.126582279,0,0
'12277',SATABDI EXPRESS,0.12195122,10,0
'12276',ALD DURONTO EXP,0.126582279,0,0
'18568',QLN  VSKP EXP  ,0.833333333,17,0
'14660',JSM DLI EXPRESS,2.5,53,0
'14662',MALANI EXP     ,2.5,53,0
'18567',VSKP QLN EXP   ,0.833333333,17,0
'57619',RAL SC FASTPASS,3.333333333,10,0
'19610',HW AII EXP     ,2.5,53,0
'12305',KOLKATA RJDHNI ,0.126582279,0,0
'12304',POORVA EXPRESS ,0.256410256,0,0
'12307',HWH JU  EXPRESS,0.555555556,0,0
'11032',BJP SUR EXP    ,0.909090909,17,0
'12301',KOLKATA RAJDHNI,0.909090909,0,0
'12303',POORVA EXPRESS ,0.256410256,0,0
'18418',RAJYA RANI EXP ,1.25,10,0
'18417',RAJYA RANI EXP ,1.25,10,0
'59811',HALDIGHATI PASS,10,53,0
'59812',HALDIGHATI PASS,5,53,0
'12309',RJPB RAJDHANI  ,0.128205128,0,0
'18412',INTER CITY EXP ,2.5,10,0
'18411',INTER CITY EXP ,2.5,10,0
'18410',SRIJAGANNATH EX,5,10,0
'12909',NZM GARIB RATH ,0.147058824,53,0
'12908',MHRST SMPRK K E,0.12345679,53,0
'12907',BDTS SMPRK K EX,0.12345679,53,0
'12906',HWH PBR  OKHAEX,1.666666667,53,0
'12905',PBR HOWRAH EXP ,1.666666667,53,0
'12904',GOLDN TEMPLE ML,0.588235294,53,0
'12903',GOLDENTEMPLE ML,0.588235294,53,0
'15622',ANVT KYQ EXPRES,1.25,0,0
'15621',KYQ ANVT EXPRES,1.25,0,0
'15620',KYQ GYA WKLY EX,2.5,0,0
'22131',GYAN GANGA EXP ,0.4,49,0
'14208',PADMAVAT EXPRES,0.52631579,0,0
'14209',BDL LKO INTRCTY,1.25,0,0
'14203',BSB LKO INTRCIT,2.5,0,0
'14206',DLI FD EXP     ,0.52631579,0,0
'14207',PADMAVAT EXPRES,0.52631579,0,0
'14204',LKO BSB INTRCIT,2.5,0,0
'14205',FD DLI EXP     ,0.52631579,0,0
'12142',RJPB LTT EXP   ,0.128205128,49,0
'05066',LJN CPR SPL    ,5,0,0
'01082',BSL DR T F SPL ,0.222222222,49,0
'01081',DR BSL T F SPL ,0.222222222,49,0
'12146',PURI LTT SUP EX,0.909090909,49,0
'15959',KAMRUP EXPRESS ,5,0,0
'18189',TATA ALLP EXP  ,2.5,10,0
'15483',MAHANANDA EXP  ,2.5,0,0
'18184',DNR TATA EXP   ,1,0,0
'18181',TATA CPR EXP   ,2.5,0,0
'18183',TATA  DNR EXP  ,1.666666667,0,0
'18182',CPR TATA EXP   ,2.5,0,0
'11123',BJU GWL MAIL   ,5,0,0
'11124',GWL BJU MAIL   ,5,0,0
'11125',IND GWALIAR EXP,1.666666667,49,0
'11126',GWL INDB EXPRES,0.555555556,49,0
'12261',HOWRAH DURONTO ,0.104166667,49,0
'14682',JUC NDLS EXPRES,5,0,0
'24369',TRIBENI EXPRESS,3.333333333,0,0
'12877',RNC GARIB RATH ,0.833333333,0,0
'12876',NEELACHAL EXP  ,5,0,0
'12875',NEELACHAL EXP  ,0.588235294,0,0
'12874',JHARKHAND EXP  ,3.333333333,0,0
'12873',JHARKHAND S J E,0.909090909,0,0
'12872',ISPAT EXPRESS  ,2.5,10,0
'12871',ISPAT EXPRESS  ,2.5,10,0
'12870',HWH CSTM EXPRES,0.169491525,49,0
'12879',LTT BBS SUP EXP,0.294117647,49,0
'12878',NDLS RNC G RATH,0.833333333,0,0
'15007',MUV LJN EXPRESS,3.333333333,0,0
'15006',DDN GKP EXP    ,0.277777778,0,0
'15005',GKP DDN EXPRESS,0.277777778,0,0
'15004',CHAURICHAURAEXP,5,0,0
'15003',CHAURICHAURAEXP,5,0,0
'15002',DDN MFP EXP    ,1,0,0
'15001',MFP DDN EXP    ,1,0,0
'14116',HW ALD EXP     ,0.37037037,0,0
'15009',CHITRAKUT  EXP ,3.333333333,49,0
'15008',LJN MUV EXP    ,10,0,0
'11018',KIK LTT EXPRESS,5,17,0
'11019',KONARK EXPRESS ,0.416666667,10,0
'11014',LOKMANYA TT EXP,1.666666667,17,0
'11015',KUSHINAGAR EXP ,1.25,49,0
'11016',KUSHINAGAR EXP ,1.25,49,0
'11017',LTT KARAIKAL EX,5,17,0
'11010',SINHAGAD EXP   ,1,49,0
'11011',LTT NANDED EXP ,1,49,0
'11012',NED LTT EXPRESS,1,49,0
'11013',COIMBATORE EXP ,5,17,0
'23010',DOON EXXPRESS  ,2.5,0,0
'11048',UBL MRJ EXPRESS,5,17,0
'22632',ANUVRAT EXP    ,0.4,49,0
'22633',NIZAMUDDIN EXP ,1,53,0
'22630',TEN  DR  EXPRES,0.666666667,17,0
'22631',ANUVRATEXPRESS ,0.4,49,0
'22636',MADGAON EXP    ,1,17,0
'22637',WEST COAST EXP ,1.666666667,17,0
'22634',NZM TVC SF EXP ,1,53,0
'22635',MAQ INTERCITY E,1,17,0
'22638',WEST COAST EXP ,1.666666667,17,0
'22639',ALLEPPEY EXP   ,1.428571429,17,0
'04941',LKO SVDK SPL   ,0.52631579,0,0
'04942',SVDK LKO SPL   ,0.52631579,0,0
'12473',SARVODAYA EXP  ,0.52631579,53,0
'12472',SWARAJ EXPRESS ,0.277777778,53,0
'12471',SWARAJ EXPRESS ,0.384615385,53,0
'12470',JAT CNB EXPRESS,0.344827586,0,0
'12477',JAM JAT EXPRESS,0.238095238,53,0
'12476',JAT HAPA EXP   ,0.277777778,53,0
'12475',HAPA JAT EXPRES,0.256410256,53,0
'12474',SARVODAYA EXP  ,0.277777778,53,0
'19108',JANMABHOOMI EXP,1.666666667,53,0
'12478',JAT JAMNAGR EXP,0.277777778,53,0
'19328',UDZ RATLAM EXP ,2,53,0
'19329',UDAIPUR CITY EX,1.428571429,53,0
'19322',RJPB INDB EXPRE,0.256410256,49,0
'19323',INTERCITY EXP  ,0.227272727,49,0
'19321',INDB RJPB EXP  ,0.256410256,49,0
'19326',ASR INDB EXPRES,0.555555556,0,0
'19324',INDB INTERCITY ,0.227272727,49,0
'19325',IND AMRITSAR EX,3.333333333,0,0
'23347',SGRL PNBE LNK E,5,0,0
'23346',SKTN BSB INTER ,3.333333333,0,0
'16558',RAJYARANI EXP  ,1.111111111,17,0
'23348',PNBE SGRL LNK E,5,0,0
'08450',PNBE BBS SPL   ,0.357142857,0,0
'19038',AVADH EXPRESS  ,1.666666667,53,0
'19039',AVADH EXPRESS  ,5,53,0
'16021',KAVERI  EXPRESS,5,17,0
'16022',KAVERI EXPRESS ,5,17,0
'19032',YOGA EXPRESS   ,1.666666667,53,0
'19033',GUJARAT QUEEN  ,1.428571429,53,0
'19030',DEE BDTS EXP   ,1.666666667,53,0
'19031',YOGA EXPRESS   ,3.333333333,53,0
'16201',SBC SMET EXP   ,1.666666667,17,0
'16202',SMET SBC EXP   ,1.666666667,17,0
'16203',TIRUPATHY EXP  ,5,17,0
'19252',OKHA SOMNATH EX,1.666666667,53,0
'16205',MYSORE EXPRESS ,1.666666667,17,0
'16206',TALGUPPA EXP   ,1.666666667,17,0
'19251',SMNH OKHA EXP  ,1.666666667,53,0
'16209',AII MYS EXPRESS,1,53,0
'56640',MADGAON PASSR  ,5,17,0
'56641',MAO MAQ PASS   ,5,17,0
'19259',KCVL BVC EXPRES,0.714285714,53,0
'12042',NJP HWH SHATABD,0.909090909,0,0
'16591',HAMPI EXPRESS  ,5,17,0
'16592',HAMPI EXP      ,5,17,0
'12041',SHATABDI EXPRES,0.909090909,0,0
'16594',SBC NANDED EXP ,2.5,17,0
